start,end,flow
638,636,21.5
639,109,125.5
639,638,142.5
639,676,14297.0
640,596,611.5
640,638,77.0
640,678,26.5
640,643,382.5
641,642,334.0
641,643,706.5
642,641,706.5
642,679,334.0
643,644,312.5
643,600,452.0
643,641,334.0
643,640,653.0
644,643,399.0
644,645,291.0
644,99,438.5
645,646,260.5
645,680,134.0
645,601,222.0
645,644,756.5
646,645,209.5
646,647,642.5
646,681,1631.5
646,648,292.5
647,98,309.0
647,646,1422.5
647,608,722.0
648,649,291.0
648,97,277.5
648,646,310.0
649,650,359.5
649,651,146.0
649,659,768.5
649,648,280.0
650,616,446.5
650,649,849.0
650,98,230.5
651,653,119.5
651,652,8158.0
651,649,371.0
651,658,1101.0
652,651,1163.0
652,619,8023.0
652,80,278.5
653,654,174.5
653,82,166.0
653,651,379.0
654,655,69.0
654,656,105.5
654,653,393.5
655,656,1116.5
655,654,393.5
655,625,1862.5
656,657,1222.0
656,655,2112.5
657,81,131.5
657,656,2112.5
657,702,1306.0
658,82,193.5
658,698,1255.5
658,651,8061.5
659,649,43.0
659,97,87.5
659,696,865.0
660,513,1402.0
660,145,10.5
660,737,4080.5
660,661,13535.0
661,660,2587.0
661,662,13535.0
662,663,13542.0
662,123,21.5
662,661,2587.0
663,664,13542.0
663,662,2588.0
664,663,2588.0
664,665,13542.0
665,666,100.0
665,664,2588.0
665,118,13461.5
666,567,163.0
666,667,135.5
666,665,52.0
667,668,611.5
667,120,131.5
667,666,215.0
667,115,18.0
668,667,231.5
668,838,61.0
668,669,490.5
668,837,60.0
669,837,9.5
669,668,42.5
669,670,516.5
669,838,342.0
670,671,894.0
670,110,2.5
670,669,62.5
670,114,15298.0
671,672,859.5
671,670,15333.0
671,634,37.0
672,673,0.0
672,671,48.0
672,674,859.5
673,635,456.5
673,674,0.0
673,672,0.0
674,673,456.5
674,672,48.0
674,675,859.5
675,676,827.5
675,637,14035.5
675,686,653.5
675,674,504.5
676,687,14176.0
676,675,452.5
676,677,942.0
676,639,84.0
677,678,836.0
677,102,322.0
677,676,465.0
678,640,0.0
678,677,598.5
678,679,836.0
679,688,451.5
679,642,706.5
679,678,572.0
679,680,690.0
680,645,102.0
680,679,522.0
680,681,588.0
681,689,1529.0
681,646,783.0
681,680,388.0
682,837,501.0
682,114,273.0
682,683,181.0
683,704,306.0
683,120,132.0
683,682,652.0
684,113,297.5
684,705,8.5
684,685,166.5
685,686,166.5
685,684,306.0
686,675,14458.0
686,685,306.0
686,114,615.5
687,102,440.5
687,707,13956.5
687,676,65.0
688,101,671.5
688,679,728.0
688,709,312.5
689,101,304.0
689,690,1561.5
689,681,480.5
690,691,1659.0
690,689,488.0
691,693,531.5
691,715,1159.0
691,690,285.0
692,690,300.5
693,695,531.5
694,100,1683.5
694,692,300.5
694,97,406.0
695,100,436.5
695,697,87.0
695,97,29.0
696,659,130.5
696,694,1679.0
696,697,913.0
697,718,828.5
697,696,1678.0
697,699,191.0
698,658,8077.5
698,696,179.5
698,699,1240.0
699,698,8072.0
699,701,1936.5
699,720,199.0
700,84,303.5
700,698,169.5
701,84,1794.0
701,703,269.5
702,700,394.5
702,657,2090.5
702,703,987.5
703,83,201.0
703,722,1143.0
703,702,2166.5
704,683,180.5
704,741,90.0
704,705,258.0
705,704,23.0
705,684,26.0
705,106,175.5
705,706,373.5
706,113,155.0
706,705,166.0
706,707,381.0
707,708,1257.0
707,687,151.0
707,706,254.5
707,743,13046.0
708,709,373.0
708,104,1096.5
708,707,282.0
709,688,517.0
709,836,838.5
709,708,498.5
709,710,289.5
710,709,687.0
710,726,138.5
710,711,151.0
711,710,652.5
711,712,0.0
711,713,151.0
712,713,165.5
712,727,506.5
713,711,652.5
713,712,506.5
713,714,316.5
714,713,1159.0
714,715,316.5
715,714,1159.0
715,691,316.5
716,717,9335.5
716,729,603.5
717,730,651.5
717,718,1633.5
717,716,603.5
717,719,8378.5
718,717,668.0
718,100,165.0
718,697,1697.5
719,717,1240.0
719,720,8490.0
719,721,45.5
719,731,98.0
720,84,109.0
720,699,8776.5
720,719,1321.5
721,85,363.5
721,719,0.0
721,723,0.0
721,725,0.0
722,84,452.0
722,723,1065.5
722,703,1986.0
723,724,747.5
723,721,318.0
724,735,747.5
724,725,2295.0
725,721,0.0
725,722,2295.0
726,727,12713.0
726,745,390.0
726,710,34.5
727,746,583.5
727,712,165.5
727,728,12654.5
727,726,424.5
728,100,325.5
728,727,390.0
728,729,13221.0
729,728,263.0
729,716,9335.5
729,730,1975.0
729,750,2668.5
730,729,74.5
730,731,1975.0
730,717,21.0
730,756,651.5
731,758,1055.0
731,1041,1063.0
731,719,182.0
731,730,73.5
732,1042,430.0
732,85,884.0
732,1041,0.0
733,764,430.0
733,1042,230.0
733,734,0.0
734,733,164.5
734,736,0.0
734,735,0.0
735,736,747.5
735,724,2295.0
735,734,164.5
736,767,747.5
736,735,2459.5
737,660,8029.5
737,738,71.0
737,800,4126.5
737,144,94.5
738,737,415.5
738,739,71.0
739,738,415.5
739,740,71.0
740,741,18.5
740,739,415.5
740,126,91.0
741,740,454.0
741,802,94.5
741,704,199.5
741,742,193.0
742,106,308.5
742,743,288.0
742,741,458.5
743,744,13173.0
743,707,85.0
743,742,437.0
744,836,907.0
744,745,12760.5
744,743,342.0
745,726,12574.5
745,744,578.5
745,746,186.0
746,748,751.0
746,745,188.5
746,727,218.5
747,746,388.5
748,749,751.0
749,752,3194.5
749,753,532.0
749,750,0.0
750,747,388.5
750,729,263.0
750,749,2975.5
751,750,958.5
751,103,1559.0
752,103,2474.0
752,757,740.5
753,754,532.0
753,749,0.0
754,753,0.0
754,755,532.0
755,754,0.0
755,1040,0.0
755,105,1083.0
756,757,4.0
756,730,23.0
756,751,2516.5
757,1039,551.0
757,756,2.0
757,759,192.5
758,759,957.0
758,756,1890.0
758,731,257.0
759,772,957.0
759,760,189.0
759,758,257.0
760,761,189.0
760,758,1792.0
761,760,1792.0
761,762,189.0
762,761,1792.0
762,763,73.0
762,765,116.0
763,762,440.5
763,771,521.5
763,764,65.5
763,765,121.0
764,733,65.5
764,762,0.0
764,765,212.0
764,763,221.5
765,762,1351.5
765,766,449.0
765,763,227.0
765,764,0.0
766,769,230.0
766,767,45.5
766,768,173.5
766,765,1578.5
767,769,388.5
767,768,159.5
767,736,2459.5
767,766,199.5
768,459,856.5
768,769,163.5
768,767,737.5
768,766,975.0
769,768,523.5
769,766,404.0
769,770,782.0
769,767,1676.5
770,776,725.0
770,769,2604.0
770,86,403.0
771,775,317.5
771,87,439.5
771,763,627.0
772,773,957.0
772,759,253.5
773,772,253.5
773,774,957.0
774,773,253.5
774,775,957.0
775,777,1282.0
775,771,526.0
775,774,253.5
775,776,6.5
776,775,302.5
776,778,457.5
776,770,2421.5
777,775,497.5
777,783,1480.0
777,88,288.0
778,88,153.5
778,787,360.0
778,776,2450.0
779,780,0.0
779,131,604.5
780,779,604.5
780,781,0.0
781,782,0.0
781,780,604.5
782,785,0.0
782,784,0.0
782,781,604.5
782,783,0.0
783,785,1378.5
783,782,101.5
783,777,408.5
784,783,0.0
784,785,0.0
784,786,1090.5
784,782,304.0
785,783,408.5
785,788,60.5
785,782,199.0
785,784,1318.0
786,90,1138.5
786,784,146.0
786,787,0.0
787,786,48.0
787,778,2277.5
787,789,312.0
788,90,23.5
788,785,607.5
788,790,88.0
789,787,2277.5
789,90,13.5
789,795,320.0
790,792,0.0
790,788,549.5
790,791,88.0
791,792,0.0
791,799,1438.0
791,790,549.5
792,793,0.0
792,790,0.0
792,791,1350.0
793,792,1350.0
793,90,0.0
793,794,83.0
794,795,0.0
794,793,0.0
794,796,83.0
795,794,0.0
795,796,320.0
795,789,1911.0
796,795,1911.0
796,794,0.0
796,797,403.0
797,796,1911.0
797,89,147.5
797,798,411.5
798,797,1817.5
798,810,300.0
798,91,177.5
799,791,549.5
799,91,329.5
799,808,1711.5
800,143,46.5
800,737,7765.5
800,801,4108.5
801,821,4086.0
801,800,7788.5
801,802,2.0
801,142,70.5
802,803,68.0
802,801,45.5
802,741,374.0
803,802,391.0
803,804,68.0
803,125,0.0
804,803,391.0
804,93,0.0
804,805,68.0
805,804,391.0
805,817,29.5
805,806,38.5
806,805,312.5
806,807,38.5
807,808,38.5
807,806,312.5
808,807,312.5
808,799,488.0
808,812,1776.5
808,809,547.0
809,808,276.0
809,811,3.0
809,810,544.0
810,809,128.5
810,798,1561.0
810,811,171.5
811,813,174.5
811,809,147.5
811,810,1017.0
812,92,256.5
812,808,1100.5
812,815,1682.5
813,811,1164.5
813,94,234.0
813,814,1016.0
814,92,81.5
814,816,2163.5
814,813,501.0
815,812,162.5
815,816,0.0
815,817,3657.5
816,814,378.5
816,815,2012.0
816,819,151.5
817,805,78.5
817,93,0.0
817,818,3687.0
817,815,162.5
818,820,4034.0
818,95,111.0
818,817,241.0
819,95,76.5
819,816,378.5
819,833,137.0
820,823,1093.5
820,821,2921.5
820,818,258.0
820,822,21.5
821,822,0.0
821,823,3962.5
821,801,7785.5
821,820,204.5
822,821,4918.5
822,820,53.5
822,832,21.5
822,823,42.0
823,821,13.5
823,822,0.0
823,820,0.0
823,824,5078.5
824,825,138.5
824,823,13.5
824,128,4959.0
825,824,26.0
825,826,138.5
825,129,0.0
826,825,26.0
826,827,138.5
826,130,0.0
827,826,26.0
827,141,138.5
828,829,23.0
828,141,132.0
829,830,23.0
829,828,132.0
829,130,0.0
830,831,23.0
830,829,132.0
830,129,0.0
831,830,132.0
831,834,4982.0
831,128,0.0
832,833,0.0
832,822,5000.0
832,835,4961.5
832,834,19.0
833,819,70.5
833,832,9895.5
833,835,40.0
833,834,97.0
834,833,9898.5
834,831,132.0
834,835,12.5
834,832,7.5
835,489,5014.0
835,832,46.0
835,833,67.5
835,834,4962.5
836,744,268.0
836,104,1095.5
836,709,767.0
837,669,342.5
837,668,152.5
837,838,22.0
837,682,214.5
838,837,145.0
838,668,36.5
838,669,15.0
838,633,425.0
839,840,437.0
839,205,171.5
839,10,337.0
840,9,892.5
840,844,334.0
840,839,315.0
841,842,2047.0
841,536,486.5
842,841,486.5
842,843,2047.0
843,848,221.5
843,852,1825.5
843,842,486.5
844,847,334.0
844,840,963.0
844,846,0.0
844,845,0.0
845,846,76.0
845,535,490.5
845,847,677.0
846,887,0.0
846,845,0.0
846,844,759.0
847,845,490.5
847,844,204.0
847,849,1011.0
848,850,221.5
848,849,7.0
848,843,97.5
849,848,0.0
849,851,921.0
849,850,90.0
849,847,694.5
850,851,0.0
850,888,311.5
850,848,104.5
851,848,0.0
851,852,921.0
851,849,687.5
851,850,0.0
852,853,2746.5
852,843,389.0
852,851,687.5
852,889,19.0
853,854,2746.5
853,852,1095.5
854,1,642.5
854,855,2585.5
854,853,1095.5
855,857,1091.5
855,856,1569.0
855,854,1577.0
856,855,1652.0
856,858,1623.0
857,891,1091.5
857,856,360.5
858,860,0.0
858,856,1345.5
858,859,1623.0
859,861,1623.0
859,860,0.0
859,858,1345.5
860,892,0.0
861,862,1623.0
861,859,1345.5
862,861,1345.5
862,865,1623.0
863,861,0.0
863,862,0.0
864,870,0.0
864,865,0.0
864,866,792.0
865,862,1345.5
865,866,582.0
865,867,1041.0
866,865,997.0
866,898,1374.0
866,864,0.0
866,867,141.0
867,868,1182.0
867,864,792.0
867,865,348.5
868,867,1140.5
868,873,1229.0
869,870,864.5
869,868,482.0
869,872,50.0
870,864,0.0
870,869,0.0
870,1,864.5
871,264,343.0
871,869,554.5
872,869,842.0
872,147,798.5
872,871,343.0
873,868,705.5
873,874,1039.5
873,872,1876.0
874,873,2392.0
874,875,1013.0
874,901,26.5
875,877,617.5
875,876,395.5
875,874,890.0
876,877,155.5
876,875,890.0
876,878,395.5
877,903,773.0
878,879,235.5
878,876,1045.5
878,1048,160.0
879,1048,155.5
879,878,948.5
879,881,235.5
880,1048,363.5
880,878,78.0
880,879,0.0
881,879,1104.0
881,882,65.5
881,883,170.0
882,883,613.0
882,884,520.5
882,881,975.0
883,905,783.0
883,881,129.0
883,882,455.0
884,882,1588.0
884,885,520.5
884,886,0.0
885,884,1588.0
885,355,520.5
885,886,0.0
886,885,0.0
886,906,0.0
887,846,683.0
887,944,0.0
888,850,104.5
888,887,683.0
888,559,355.5
889,943,0.0
889,888,727.0
890,853,0.0
890,889,708.0
891,857,360.5
891,941,1091.5
891,890,703.5
892,940,14.0
892,891,790.5
893,892,800.0
893,2,608.5
894,863,0.0
894,893,720.5
895,937,943.0
895,894,720.5
896,895,707.5
896,915,51.0
896,914,15.0
897,896,758.5
898,899,615.5
898,866,1138.0
898,897,758.5
899,898,1138.0
899,914,615.5
900,898,0.0
900,899,0.0
900,897,0.0
901,874,1502.0
901,913,1732.0
901,900,0.0
902,901,3170.0
902,4,924.0
903,912,773.0
903,902,3769.5
904,903,3769.5
904,880,441.5
905,904,2937.0
905,883,584.0
905,909,783.0
906,907,0.0
906,905,2937.0
906,886,0.0
907,926,1074.5
907,906,2937.0
908,909,700.5
908,907,1074.5
908,924,1102.0
909,905,584.0
909,908,1102.0
909,3,631.0
910,908,1074.5
910,911,1075.5
911,3,634.0
911,904,1277.0
912,920,773.0
912,910,1705.5
913,912,1705.5
913,901,18.5
913,917,159.0
914,913,132.5
914,916,483.0
914,899,1138.0
915,896,15.0
915,895,956.0
915,934,70.5
916,914,1123.0
916,951,483.0
916,915,821.0
917,4,749.0
917,918,145.0
917,913,18.5
918,917,590.0
918,933,0.0
918,916,1088.0
919,918,1274.0
919,4,0.0
920,4,155.5
920,921,759.0
921,931,970.0
921,919,1274.0
922,910,441.5
922,921,1485.0
923,3,0.0
923,922,1713.0
924,908,700.5
924,928,597.5
924,923,1713.0
925,924,1262.0
925,926,0.0
926,925,0.0
926,907,2937.0
926,957,1074.5
927,956,0.0
927,358,601.0
928,927,601.0
928,924,647.0
928,955,543.5
929,3,0.0
929,928,713.5
930,929,713.5
930,922,213.5
931,930,794.5
931,953,399.0
932,4,0.0
932,931,223.5
933,918,259.0
933,932,223.5
933,952,0.0
934,935,70.5
934,915,169.5
934,2,1625.5
935,933,284.0
935,934,1795.0
935,950,192.5
936,935,452.0
937,936,142.0
937,948,943.0
938,937,142.0
938,2,324.0
939,894,0.0
939,938,459.0
940,946,32.0
940,939,459.0
941,891,273.5
941,945,708.5
941,940,481.5
942,890,9.0
942,941,44.5
943,942,49.0
944,559,0.0
945,941,327.5
945,969,708.5
946,945,0.0
946,968,2672.5
947,939,0.0
947,946,2702.5
948,966,943.0
948,947,2702.5
949,948,2702.5
949,936,310.0
950,949,2702.5
950,935,1749.0
950,964,192.5
951,916,856.0
951,950,4260.0
951,963,483.0
952,933,198.5
952,962,0.0
952,951,4260.0
953,952,4260.0
953,961,399.0
954,953,4260.0
954,930,132.5
955,959,543.5
955,954,4260.0
955,928,480.5
956,955,4260.0
956,927,0.0
957,926,2937.0
957,956,4260.0
957,958,396.5
958,957,6500.0
958,987,396.5
959,958,0.0
959,986,543.5
959,955,480.5
960,959,0.0
960,954,132.5
961,960,0.0
961,984,399.0
962,961,0.0
962,952,198.5
962,983,0.0
963,951,856.0
963,962,198.5
963,982,487.5
964,981,628.5
964,963,4.5
964,950,135.5
965,949,310.0
965,1044,446.5
966,965,446.5
966,973,943.0
967,947,0.0
967,966,446.5
968,971,2659.0
968,967,18.0
969,970,708.5
969,945,327.5
969,968,0.0
970,975,712.5
970,7,122.5
970,969,327.5
971,976,2495.0
971,7,444.5
972,7,35.0
972,967,433.0
973,7,114.0
973,978,976.0
974,965,310.0
974,7,163.5
975,970,287.5
975,560,712.5
976,561,2495.0
977,972,292.0
978,563,976.0
979,974,426.0
980,997,464.0
980,979,3.0
981,980,467.0
981,996,188.0
981,964,123.5
982,981,46.0
982,994,487.5
982,963,1054.5
983,993,434.5
983,982,46.0
983,962,0.0
984,992,399.0
984,983,434.5
985,960,132.5
985,984,434.5
986,989,543.5
986,959,480.5
986,985,434.5
987,986,434.5
987,988,0.0
987,958,6500.0
988,987,6538.0
988,1045,0.0
989,1009,543.5
989,988,6538.0
989,986,480.5
990,989,6538.0
990,985,132.5
991,990,6463.0
991,1006,1294.5
992,6,218.0
992,991,181.0
993,991,7573.5
993,1004,747.5
993,983,46.0
994,1002,487.5
994,982,1054.5
994,993,7716.0
995,994,7716.0
995,996,618.0
995,999,39.0
996,981,126.5
996,8,711.5
996,995,244.0
997,995,464.0
997,980,0.0
997,617,0.0
998,979,423.0
998,997,0.0
999,995,7685.0
999,1013,923.5
1000,999,884.5
1001,1015,487.5
1001,1002,1054.5
1002,1000,0.0
1002,994,1054.5
1002,1001,487.5
1003,1002,0.0
1003,1000,884.5
1004,993,201.0
1004,1003,884.5
1005,1004,338.0
1006,1005,0.0
1006,1051,1294.5
1007,1052,338.0
1007,1008,812.0
1008,990,226.5
1008,6,679.5
1009,5,261.5
1009,989,480.5
1009,1026,641.0
1010,5,436.5
1010,1007,1147.0
1011,1046,1565.0
1011,362,936.0
1011,1045,0.0
1012,617,1199.5
1012,8,390.5
1012,1013,907.0
1013,618,906.5
1013,999,7685.0
1013,1014,924.5
1013,1012,1472.0
1014,1013,1415.0
1014,1017,77.0
1014,1016,866.0
1015,1016,0.0
1015,1017,487.5
1015,1001,1054.5
1016,1018,1053.5
1016,1015,27.0
1016,1014,1181.0
1017,623,564.5
1017,1015,1027.5
1017,1016,196.5
1017,1014,252.5
1018,6,459.0
1018,1019,738.0
1018,1016,1199.0
1019,1018,1267.5
1019,1021,738.0
1019,1020,1189.5
1020,1023,1113.5
1020,623,76.0
1021,1024,738.0
1021,1019,1162.5
1022,1010,1246.0
1023,1021,0.0
1023,1024,0.0
1023,1022,1113.5
1024,1022,132.5
1024,1025,738.0
1024,1021,1162.5
1025,1027,738.0
1025,1024,1295.0
1025,1028,0.0
1026,1028,498.0
1026,1009,535.0
1026,1027,0.0
1026,1025,143.0
1027,1025,1019.5
1027,1028,389.5
1027,1029,905.5
1027,1026,54.5
1028,1027,222.0
1028,1025,132.5
1028,1026,480.5
1028,626,887.5
1029,1027,1409.0
1029,1046,936.0
1029,5,156.0
1030,138,41.5
1030,426,25.5
1031,146,405.0
1031,511,23.5
1032,132,73.0
1032,182,9.0
1033,133,86.0
1033,213,9.0
1034,445,1478.5
1034,465,3158.0
1034,66,339.5
1035,55,474.5
1035,433,669.5
1035,58,1167.5
1035,397,145.0
1036,211,578.0
1036,1037,481.0
1037,212,481.0
1037,1036,578.0
1038,258,143.0
1038,259,121.0
1038,1047,910.0
1039,1040,551.0
1039,757,0.0
1040,1039,0.0
1040,755,551.0
1041,732,1063.0
1041,731,0.0
1042,732,230.0
1042,733,430.0
1043,559,153.5
1043,558,355.5
1044,964,446.5
1045,1046,0.0
1045,988,0.0
1046,1011,936.0
1046,1029,1565.0
1047,1038,64.0
1047,259,213.5
1047,261,1186.0
1048,879,0.0
1048,147,679.0
1048,878,19.0
1049,219,4485.5
1049,1050,1868.0
1050,238,1868.0
1050,1049,4485.5
1051,1019,1294.5
1052,1005,338.0
